account_id,ym,ending_balance
A000588,2025-02,465.63
A000588,2025-03,1202.38
A000588,2025-04,559.83
A000588,2025-05,1947.53
A000588,2025-06,2716.78
A000588,2025-07,3737.66
A000588,2025-08,4439.23
A000588,2025-09,4215.47
A000588,2025-10,9036.75
A000589,2024-03,-40.53
A000589,2024-04,-123.23
A000589,2024-05,1916.77
A000589,2024-06,1813.6
A000589,2024-07,1780.25
A000589,2024-08,1571.18
A000589,2024-09,1498.16
A000589,2024-10,3728.49
A000589,2024-11,3658.71
A000589,2024-12,3503.49
A000589,2025-01,4744.78
A000589,2025-02,4111.44
A000589,2025-03,4046.95
A000589,2025-04,4078.54
A000589,2025-05,3935.02
A000589,2025-06,3822.25
A000589,2025-07,4894.51
A000589,2025-08,6935.66
A000589,2025-09,6846.68
A000589,2025-10,6733.41
A000590,2022-12,-114.6
A000590,2023-01,-248.16
A000590,2023-02,-464.9
A000590,2023-03,3897.21
A000590,2023-04,3833.87
A000590,2023-05,3116.9
A000590,2023-06,3036.67
A000590,2023-07,3041.54
A000590,2023-08,2980.06
A000590,2023-09,2580.07
A000590,2023-10,2287.91
A000590,2023-12,2229.18
A000590,2024-01,1950.73
A000590,2024-02,1547.0
A000590,2024-03,1485.69
A000590,2024-04,2992.48
A000590,2024-05,5258.22
A000590,2024-06,5117.71
A000590,2024-07,6781.98
A000590,2024-08,8626.86
A000590,2024-09,8557.04
A000590,2024-10,8611.94
A000590,2024-11,8490.43
A000590,2024-12,8546.62
A000590,2025-01,8221.47
A000590,2025-02,7386.6
A000590,2025-03,7213.43
A000590,2025-04,7106.77
A000590,2025-05,6986.84
A000590,2025-06,6858.33
A000590,2025-07,6396.97
A000590,2025-08,6284.43
A000590,2025-09,6083.2
A000591,2022-10,-387.09
A000591,2022-12,-387.76
A000591,2023-02,-503.15
A000591,2023-03,-673.85
A000591,2023-04,-676.7
A000591,2023-05,-711.49
A000591,2023-06,-690.5
A000591,2023-07,-779.7
A000591,2023-10,-830.16
A000591,2023-11,-886.4
A000591,2023-12,-923.32
A000591,2024-01,-921.26
A000591,2024-02,-1103.22
A000591,2024-03,1030.95
A000591,2024-04,3490.98
A000591,2024-05,3259.66
A000591,2024-06,3210.88
A000591,2024-07,2943.99
A000591,2024-08,2834.8
A000591,2024-09,2842.39
A000591,2025-02,2770.13
A000591,2025-03,2771.85
A000591,2025-05,2274.88
A000591,2025-06,2232.18
A000591,2025-07,2187.86
A000591,2025-08,2100.95
A000591,2025-09,1802.55
A000591,2025-10,1783.75
A000592,2023-06,-180.21
A000592,2023-07,-220.09
A000592,2023-08,-259.81
A000592,2023-11,2506.8
A000592,2023-12,2457.1
A000592,2024-02,2400.91
A000592,2024-04,2040.23
A000592,2024-06,1928.46
A000592,2024-07,1861.23
A000592,2024-09,1887.8
A000592,2024-10,1875.76
A000592,2024-11,1877.61
A000592,2024-12,1902.41
A000592,2025-02,1786.35
A000592,2025-04,1736.09
A000592,2025-07,1672.7
A000592,2025-08,1579.26
A000593,2024-06,3850.24
A000593,2024-07,3195.05
A000593,2024-08,2485.1
A000593,2024-09,1834.42
A000593,2024-10,3317.03
A000593,2024-11,2747.4
A000593,2024-12,2347.24
A000593,2025-01,4098.48
A000593,2025-02,5506.03
A000593,2025-03,5286.94
A000593,2025-04,7893.26
A000593,2025-05,6007.41
A000593,2025-06,6630.33
A000593,2025-07,6379.57
A000593,2025-08,6156.54
A000593,2025-09,9292.26
A000594,2022-06,-96.53
A000594,2022-07,-80.18
A000594,2022-08,50.78
A000594,2022-09,24.11
A000594,2022-10,1.86
A000594,2022-12,2445.23
A000594,2023-01,2608.76
A000594,2023-03,2536.0
A000594,2023-07,2469.96
A000594,2023-09,2376.47
A000594,2023-10,2309.76
A000594,2023-11,2243.28
A000594,2024-01,1672.86
A000594,2024-03,1627.98
A000594,2024-04,1900.15
A000594,2024-05,1518.61
A000594,2024-06,1442.31
A000594,2024-07,4047.08
A000594,2024-08,6337.03
A000594,2024-10,6306.74
A000594,2024-11,8010.46
A000594,2025-03,8011.25
A000594,2025-04,7985.31
A000594,2025-05,7976.46
A000594,2025-06,7709.3
A000594,2025-09,7642.07
A000594,2025-10,7521.92
A000595,2025-03,-106.61
A000595,2025-04,-193.2
A000595,2025-05,-344.1
A000595,2025-06,-473.06
A000595,2025-08,-535.79
A000596,2024-01,-236.68
A000596,2024-02,-396.59
A000596,2024-10,-152.62
A000596,2024-11,-203.27
A000596,2025-01,-260.08
A000596,2025-06,-324.87
A000596,2025-09,1895.81
A000597,2023-12,-18.01
A000597,2024-01,1263.44
A000597,2024-03,1216.78
A000597,2024-04,1107.56
A000597,2024-05,1034.76
A000597,2024-06,2939.77
A000597,2024-07,2847.45
A000597,2024-08,4491.18
A000597,2024-09,4545.59
A000597,2024-10,4322.06
A000597,2024-11,4320.41
A000597,2024-12,6841.16
A000597,2025-03,6647.53
A000597,2025-04,6608.37
A000597,2025-05,6449.84
A000597,2025-06,6492.96
A000597,2025-07,6406.18
A000597,2025-08,6369.62
A000597,2025-09,6298.88
A000598,2023-01,-139.93
A000598,2023-02,-47.09
A000598,2023-03,-196.04
A000598,2023-04,-297.74
A000598,2023-05,-470.46
A000598,2023-06,1500.54
A000598,2023-07,736.72
A000598,2023-08,634.55
A000598,2023-09,535.01
A000598,2023-10,277.16
A000598,2023-11,7.31
A000598,2023-12,1575.69
A000598,2024-01,1329.7
A000598,2024-02,1217.8
A000598,2024-03,4014.57
A000598,2024-04,4983.66
A000598,2024-05,4488.84
A000598,2024-06,4463.84
A000598,2024-07,6540.48
A000598,2024-08,8561.03
A000598,2024-09,8361.2
A000598,2024-10,8062.77
A000598,2024-11,7959.63
A000598,2024-12,10848.73
A000598,2025-01,11708.11
A000598,2025-02,11502.95
A000598,2025-03,11333.32
A000598,2025-04,11024.28
A000598,2025-05,10811.19
A000598,2025-07,14692.96
A000598,2025-08,14671.83
A000598,2025-09,14441.88
A000598,2025-10,14350.94
A000599,2023-09,-8.49
A000599,2023-11,-29.68
A000599,2023-12,-188.19
A000599,2024-02,-219.54
A000599,2024-03,-268.21
A000599,2024-04,-6.92
A000599,2024-05,-74.56
A000599,2024-06,-102.8
A000599,2024-08,-170.42
A000599,2024-11,-290.33
A000599,2024-12,-314.6
A000599,2025-03,-351.64
A000599,2025-09,-390.3
A000600,2024-08,-280.44
A000600,2025-02,-410.27
A000600,2025-03,-407.02
A000600,2025-04,2233.57
A000601,2024-02,-193.19
A000601,2024-04,-261.24
A000601,2024-05,-339.3
A000601,2024-07,-367.13
A000601,2024-12,-387.21
A000601,2025-01,-324.27
A000601,2025-05,-364.31
A000601,2025-08,-376.57
A000601,2025-09,-322.73
A000602,2024-12,1231.99
A000602,2025-01,427.85
A000602,2025-02,-34.69
A000602,2025-03,-925.71
A000602,2025-04,-1190.88
A000602,2025-05,-1530.69
A000602,2025-06,-1766.23
A000602,2025-07,-2163.76
A000602,2025-08,-138.36
A000602,2025-09,-605.4
A000602,2025-10,-630.4
A000603,2022-12,-40.0
A000603,2023-01,-198.23
A000603,2023-05,-218.23
A000603,2023-07,-675.31
A000603,2023-08,-679.97
A000603,2023-09,933.31
A000603,2023-10,795.76
A000603,2024-01,731.82
A000603,2024-04,647.96
A000603,2024-06,575.55
A000603,2024-07,482.56
A000603,2024-08,1876.2
A000603,2024-09,1884.57
A000603,2024-11,1848.76
A000603,2024-12,1772.28
A000603,2025-02,1744.6
A000603,2025-06,1734.6
A000603,2025-07,3862.0
A000603,2025-08,6367.45
A000604,2023-03,-141.38
A000604,2023-04,-247.3
A000604,2023-05,-284.43
A000604,2023-06,-1119.92
A000604,2023-07,-1290.03
A000604,2023-08,788.1
A000604,2023-09,749.25
A000604,2023-10,665.64
A000604,2023-11,636.49
A000604,2024-02,618.66
A000604,2024-03,581.54
A000604,2024-04,604.48
A000604,2024-05,510.88
A000604,2024-06,464.62
A000604,2024-07,323.88
A000604,2024-08,224.12
A000604,2024-10,160.48
A000604,2024-11,445.14
A000604,2024-12,-689.89
A000604,2025-02,-766.04
A000604,2025-03,-764.79
A000604,2025-04,-967.07
A000604,2025-05,-1089.12
A000604,2025-06,1600.91
A000604,2025-08,1541.05
A000604,2025-09,1440.32
A000605,2022-05,-75.58
A000605,2022-11,-117.23
A000605,2023-10,-188.34
A000605,2025-04,-278.38
A000606,2023-06,-212.43
A000606,2023-07,3919.48
A000606,2023-08,5522.11
A000606,2023-09,5576.57
A000606,2023-10,5428.24
A000606,2023-11,5406.07
A000606,2023-12,5384.97
A000606,2024-01,4989.26
A000606,2024-02,7771.61
A000606,2024-03,7304.96
A000606,2024-04,8619.08
A000606,2024-05,8568.54
A000606,2024-06,10764.2
A000606,2024-07,10744.55
A000606,2024-08,10433.54
A000606,2024-09,10345.47
A000606,2024-10,10272.16
A000606,2024-11,10139.25
A000606,2025-01,9897.02
A000606,2025-02,9657.4
A000606,2025-03,13772.19
A000606,2025-04,13605.27
A000606,2025-05,13467.16
A000606,2025-06,12695.37
A000606,2025-07,14356.18
A000606,2025-08,14268.32
A000606,2025-09,15891.92
A000606,2025-10,15854.6
A000607,2024-01,-253.57
A000607,2024-02,-307.47
A000607,2024-03,151.12
A000607,2024-04,3971.77
A000607,2024-05,3889.82
A000607,2024-06,3801.92
A000607,2024-07,3631.06
A000607,2024-08,3172.0
A000607,2024-09,2422.57
A000607,2024-11,1695.62
A000607,2024-12,1287.5
A000607,2025-01,3489.31
A000607,2025-02,6378.43
A000607,2025-03,6368.66
A000607,2025-04,5981.31
A000607,2025-05,5816.56
A000607,2025-06,5699.65
A000607,2025-07,5286.54
A000607,2025-08,5059.32
A000607,2025-09,4828.21
A000608,2022-02,1972.49
A000608,2022-03,1859.81
A000608,2022-04,1715.75
A000608,2022-05,1635.35
A000608,2022-08,4555.54
A000608,2022-09,4506.02
A000608,2022-10,4429.74
A000608,2022-11,4315.81
A000608,2023-01,4328.55
A000608,2023-02,4235.33
A000608,2023-03,4128.0
A000608,2023-04,4052.81
A000608,2023-05,3940.13
A000608,2023-06,3913.67
A000608,2023-08,3815.6
A000608,2023-09,5746.58
A000608,2023-10,7713.55
A000608,2023-11,7667.5
A000608,2023-12,7675.88
A000608,2024-01,10156.63
A000608,2024-02,9968.54
A000608,2024-04,9924.98
A000608,2024-05,9865.1
A000608,2024-06,9602.18
A000608,2024-08,9410.12
A000608,2024-12,10734.96
A000608,2025-01,10725.05
A000608,2025-02,10617.06
A000608,2025-03,12367.11
A000608,2025-04,14451.36
A000608,2025-05,14153.54
A000608,2025-07,14166.37
A000608,2025-08,14017.34
A000608,2025-09,13959.74
A000609,2023-12,-36.32
A000609,2024-01,-159.79
A000609,2024-02,-366.01
A000609,2024-03,1519.05
A000609,2024-04,1422.82
A000609,2024-05,1167.22
A000609,2024-06,1089.27
A000609,2024-07,760.46
A000609,2024-08,475.19
A000609,2024-09,370.71
A000609,2024-10,2378.94
A000609,2024-11,2303.93
A000609,2024-12,4275.61
A000609,2025-01,3806.42
A000609,2025-02,3569.59
A000609,2025-03,3467.33
A000609,2025-04,4377.43
A000609,2025-05,4276.44
A000609,2025-06,3987.32
A000609,2025-07,3656.64
A000609,2025-08,3397.89
A000609,2025-09,4496.91
A000609,2025-10,4493.41
A000610,2024-01,-99.81
A000610,2024-02,-127.25
A000610,2024-03,-174.47
A000610,2024-07,-407.96
A000610,2024-11,-455.44
A000610,2025-01,-540.66
A000610,2025-04,-773.38
A000610,2025-09,-819.42
A000611,2024-04,-126.22
A000611,2024-05,1451.62
A000611,2024-06,1414.3
A000611,2024-07,3883.19
A000611,2024-08,3692.1
A000611,2024-10,4770.92
A000611,2024-11,4679.81
A000611,2024-12,4437.75
A000611,2025-01,3960.87
A000611,2025-02,3798.17
A000611,2025-04,3744.68
A000611,2025-05,5917.48
A000611,2025-06,5835.21
A000611,2025-07,5800.45
A000611,2025-08,5667.49
A000611,2025-10,5649.94
A000612,2024-08,-90.19
A000612,2024-09,-143.43
A000612,2024-11,-217.2
A000612,2024-12,-272.83
A000612,2025-01,-351.73
A000612,2025-03,-394.02
A000612,2025-05,-688.25
A000613,2024-05,-524.9
A000613,2024-06,-699.18
A000613,2024-07,-612.06
A000613,2024-08,-854.31
A000613,2024-09,-1651.09
A000613,2024-10,-1919.25
A000613,2024-11,-2084.66
A000613,2024-12,-2206.8
A000613,2025-02,-2318.85
A000613,2025-03,-2314.89
A000613,2025-04,-2591.48
A000613,2025-05,-2797.19
A000613,2025-06,-1699.03
A000613,2025-07,-1788.12
A000613,2025-08,225.93
A000613,2025-09,-366.47
A000613,2025-10,1647.79
A000614,2022-04,-708.97
A000614,2022-05,-1357.26
A000614,2022-08,-1339.36
A000614,2022-09,-1441.92
A000614,2022-10,-1466.24
A000614,2022-11,699.55
A000614,2022-12,643.26
A000614,2023-01,490.01
A000614,2023-02,194.9
A000614,2023-03,27.91
A000614,2023-04,-25.19
A000614,2023-05,-97.14
A000614,2023-07,2417.27
A000614,2023-08,2384.94
A000614,2023-09,2234.14
A000614,2023-10,2176.38
A000614,2023-11,2055.19
A000614,2023-12,2025.63
A000614,2024-01,1969.81
A000614,2024-03,1906.39
A000614,2024-04,2019.89
A000614,2024-05,1791.14
A000614,2024-06,1722.16
A000614,2024-07,1666.94
A000614,2024-08,1593.55
A000614,2024-09,1509.93
A000614,2024-10,1446.43
A000614,2024-11,1060.34
A000614,2024-12,771.39
A000614,2025-02,532.67
A000614,2025-03,209.67
A000614,2025-04,1905.54
A000614,2025-05,1469.41
A000614,2025-07,1449.69
A000614,2025-08,1239.2
A000614,2025-09,1095.6
A000615,2024-02,-50.08
A000615,2024-03,-252.59
A000615,2024-04,-1120.96
A000615,2024-05,-1262.78
A000615,2024-06,-2251.94
A000615,2024-07,-2528.95
A000615,2024-08,-3045.92
A000615,2024-09,-3270.7
A000615,2024-10,-3397.66
A000615,2024-11,-3420.48
A000615,2024-12,-3973.19
A000615,2025-01,-4852.32
A000615,2025-02,-2865.42
A000615,2025-03,-3043.73
A000615,2025-04,-1958.92
A000615,2025-05,-2031.97
A000615,2025-06,-2167.22
A000615,2025-07,-2173.94
A000615,2025-08,-2242.11
A000615,2025-09,-1189.34
A000615,2025-10,1597.44
A000616,2023-10,-17.46
A000616,2023-11,-49.34
A000616,2023-12,-58.2
A000616,2024-03,-219.89
A000616,2024-04,-279.57
A000616,2024-05,-373.53
A000616,2024-06,1198.37
A000616,2024-07,1144.14
A000616,2024-08,1068.87
A000616,2024-12,1134.06
A000616,2025-02,1002.92
A000616,2025-03,992.92
A000616,2025-06,942.32
A000616,2025-08,875.79
A000616,2025-09,771.84
A000617,2023-10,-265.52
A000617,2023-12,-508.86
A000617,2024-04,-676.47
A000617,2024-11,-708.94
A000617,2025-05,-903.36
A000618,2024-10,-44.64
A000618,2024-12,-108.15
A000618,2025-02,-177.44
A000618,2025-03,-181.03
A000618,2025-04,-202.1
A000618,2025-05,-238.13
A000618,2025-06,1690.64
A000618,2025-07,2784.21
A000619,2024-10,-309.73
A000619,2024-11,-655.58
A000619,2024-12,-864.74
A000619,2025-01,3842.04
A000619,2025-02,3774.81
A000619,2025-03,2990.8
A000619,2025-04,4877.87
A000619,2025-05,4837.4
A000619,2025-06,4184.75
A000619,2025-07,3914.15
A000619,2025-08,6015.71
A000619,2025-09,5606.96
A000620,2023-03,2514.13
A000620,2023-04,2585.66
A000620,2023-06,2540.49
A000620,2023-07,2493.82
A000620,2023-08,4048.14
A000620,2023-09,3948.77
A000620,2023-10,3730.28
A000620,2023-11,3480.23
A000620,2023-12,5595.64
A000620,2024-01,7247.35
A000620,2024-02,6980.61
A000620,2024-03,8593.56
A000620,2024-05,8224.14
A000620,2024-06,7780.68
A000620,2024-07,7797.85
A000620,2024-08,9815.02
A000620,2024-09,9655.99
A000620,2024-10,9493.11
A000620,2024-11,9429.24
A000620,2024-12,8692.11
A000620,2025-01,8504.31
A000620,2025-02,8214.49
A000620,2025-03,8068.58
A000620,2025-04,7876.99
A000620,2025-05,7815.94
A000620,2025-06,7809.5
A000620,2025-07,7738.0
A000620,2025-08,7788.23
A000620,2025-09,7568.37
A000620,2025-10,7536.3
A000621,2023-10,-702.6
A000621,2023-12,-714.34
A000621,2024-01,-768.43
A000621,2024-02,-810.45
A000621,2024-07,-835.45
A000621,2025-09,-862.89
A000622,2022-08,-99.25
A000622,2022-11,-139.54
A000622,2023-03,-332.09
A000622,2023-11,-366.37
A000622,2024-05,-396.68
A000623,2022-04,1668.81
A000623,2022-05,1635.21
A000623,2022-06,1519.58
A000623,2022-07,1438.13
A000623,2022-08,1395.43
A000623,2022-09,1163.5
A000623,2022-10,816.28
A000623,2022-11,3423.04
A000623,2022-12,3371.12
A000623,2023-01,3395.04
A000623,2023-02,3313.96
A000623,2023-05,3185.14
A000623,2023-06,4406.0
A000623,2023-07,4273.48
A000623,2023-08,4224.92
A000623,2023-09,4202.15
A000623,2023-10,6644.92
A000623,2023-11,6634.92
A000623,2024-01,8667.81
A000623,2024-02,8585.8
A000623,2024-03,8487.31
A000623,2024-04,7053.77
A000623,2024-05,7287.68
A000623,2024-06,7196.3
A000623,2024-08,7143.14
A000623,2024-09,6623.16
A000623,2024-10,6216.39
A000623,2024-11,6146.94
A000623,2024-12,6102.09
A000623,2025-01,6026.56
A000623,2025-02,5952.52
A000623,2025-05,5551.15
A000623,2025-06,5426.27
A000623,2025-07,4947.6
A000623,2025-08,4865.15
A000623,2025-09,6817.13
A000624,2023-09,-167.58
A000624,2023-10,1917.02
A000624,2023-11,4282.65
A000624,2023-12,5068.17
A000624,2024-01,5041.69
A000624,2024-02,5178.7
A000624,2024-03,5122.92
A000624,2024-04,5108.24
A000624,2024-05,4416.14
A000624,2024-06,5975.27
A000624,2024-07,5742.36
A000624,2024-08,5202.91
A000624,2024-09,5130.86
A000624,2024-10,4931.42
A000624,2024-11,4801.62
A000624,2024-12,4668.55
A000624,2025-01,6888.05
A000624,2025-02,6816.39
A000624,2025-03,6468.49
A000624,2025-04,6404.8
A000624,2025-05,6108.21
A000624,2025-06,6062.73
A000624,2025-07,7838.58
A000624,2025-08,7663.26
A000624,2025-09,7477.26
A000624,2025-10,9417.86
A000625,2023-09,-48.4
A000625,2023-12,-156.35
A000625,2024-01,-225.45
A000625,2024-02,-175.03
A000625,2024-03,-365.59
A000625,2024-07,-185.92
A000625,2024-08,-289.29
A000625,2024-09,-295.75
A000625,2024-10,-319.38
A000625,2024-11,-345.21
A000625,2025-01,-393.13
A000625,2025-03,-498.58
A000625,2025-04,-537.69
A000625,2025-06,-595.73
A000625,2025-08,-662.94
A000625,2025-09,-701.35
A000626,2024-04,1376.6
A000626,2024-05,837.99
A000626,2024-06,622.96
A000626,2024-09,275.48
A000626,2024-10,397.24
A000626,2024-11,3731.21
A000626,2024-12,3746.53
A000626,2025-06,3882.7
A000626,2025-07,3560.24
A000626,2025-08,3458.12
A000626,2025-09,3148.1
A000627,2024-04,4204.59
A000627,2024-05,4120.65
A000627,2024-06,3156.65
A000627,2024-07,4218.52
A000627,2024-08,4093.18
A000627,2024-09,3981.58
A000627,2024-10,3870.54
A000627,2024-11,5348.92
A000627,2024-12,5138.05
A000627,2025-01,4665.05
A000627,2025-02,4626.08
A000627,2025-03,6680.84
A000627,2025-04,5782.16
A000627,2025-05,5625.36
A000627,2025-06,9914.92
A000627,2025-07,9422.92
A000627,2025-08,9207.08
A000627,2025-09,16598.46
A000627,2025-10,16309.35
A000628,2025-02,2439.68
A000628,2025-03,2402.98
A000628,2025-04,2342.74
A000628,2025-06,2319.82
A000628,2025-07,2260.69
A000628,2025-09,2269.5
A000629,2025-01,-228.37
A000629,2025-02,1230.22
A000629,2025-03,1100.5
A000629,2025-04,2024.81
A000629,2025-06,1859.31
A000629,2025-07,1773.82
A000629,2025-08,1632.13
A000630,2023-04,-39.43
A000630,2023-05,-340.48
A000630,2023-08,-388.28
A000630,2023-11,-426.95
A000630,2024-05,-692.66
A000630,2024-10,-757.2
A000630,2024-11,-760.84
A000630,2025-05,-924.0
A000631,2024-01,1444.59
A000631,2024-02,1403.55
A000631,2024-03,3550.81
A000631,2024-04,3317.67
A000631,2024-05,3267.47
A000631,2024-06,3056.06
A000631,2024-07,2852.87
A000631,2024-08,2779.62
A000631,2024-09,2647.37
A000631,2024-10,5344.01
A000631,2024-11,5291.71
A000631,2024-12,4969.6
A000631,2025-01,4895.22
A000631,2025-02,4775.02
A000631,2025-03,4722.55
A000631,2025-05,4726.6
A000631,2025-06,4663.76
A000631,2025-07,3958.11
A000631,2025-08,6533.7
A000631,2025-10,6391.7
A000632,2024-10,-73.96
A000632,2024-11,-260.94
A000632,2024-12,-748.38
A000632,2025-01,-953.22
A000632,2025-02,-1456.52
A000632,2025-03,-1999.97
A000632,2025-04,496.78
A000632,2025-05,354.14
A000632,2025-06,-723.4
A000632,2025-07,176.25
A000632,2025-08,822.17
A000632,2025-09,930.48
A000632,2025-10,5623.3
A000633,2024-02,-90.72
A000633,2024-03,1730.15
A000633,2024-04,1683.2
A000633,2024-05,1551.15
A000633,2024-06,417.05
A000633,2024-07,304.82
A000633,2024-08,128.05
A000633,2024-09,35.54
A000633,2024-10,-9.17
A000633,2024-11,-7.86
A000633,2024-12,-32.86
A000633,2025-01,-156.47
A000633,2025-02,-840.35
A000633,2025-03,1527.77
A000633,2025-04,1539.64
A000633,2025-05,1419.72
A000633,2025-06,377.75
A000633,2025-07,2245.3
A000633,2025-08,2081.87
A000633,2025-09,1926.11
A000633,2025-10,1894.41
A000634,2023-12,2409.95
A000634,2024-02,2350.65
A000634,2025-06,2307.29
A000634,2025-07,2227.25
A000634,2025-08,2162.62
A000634,2025-10,1974.5
A000635,2023-04,38.69
A000635,2023-05,269.86
A000635,2023-06,-755.45
A000635,2023-07,1095.29
A000635,2023-08,470.47
A000635,2023-09,2821.03
A000635,2023-10,2670.75
A000635,2023-11,2423.75
A000635,2023-12,2361.54
A000635,2024-01,3280.25
A000635,2024-02,6218.06
A000635,2024-03,6192.22
A000635,2024-04,5924.75
A000635,2024-05,5884.76
A000635,2024-06,5816.21
A000635,2024-07,5577.82
A000635,2024-08,5618.25
A000635,2024-09,5329.02
A000635,2024-10,5207.5
A000635,2024-11,5048.93
A000635,2024-12,4859.84
A000635,2025-01,4858.71
A000635,2025-02,4817.29
A000635,2025-03,4710.41
A000635,2025-04,4678.44
A000635,2025-05,4528.3
A000635,2025-06,4350.09
A000635,2025-07,4335.53
A000635,2025-08,6431.52
A000635,2025-09,6397.98
A000636,2024-07,1825.43
A000636,2024-08,1678.41
A000636,2024-09,704.45
A000636,2024-10,2746.51
A000636,2024-11,4583.87
A000636,2024-12,4770.18
A000636,2025-01,6319.52
A000636,2025-02,6108.56
A000636,2025-03,5573.48
A000636,2025-04,5174.82
A000636,2025-05,8177.12
A000636,2025-06,9465.71
A000636,2025-07,9017.3
A000636,2025-08,11685.5
A000636,2025-09,10825.65
A000636,2025-10,12973.98
A000637,2022-07,1773.64
A000637,2022-08,1660.05
A000637,2022-09,1492.17
A000637,2022-10,1417.43
A000637,2023-01,1199.47
A000637,2023-02,1101.35
A000637,2023-03,819.99
A000637,2023-04,768.93
A000637,2023-05,577.39
A000637,2023-06,484.74
A000637,2023-07,389.87
A000637,2023-08,107.44
A000637,2023-09,2336.7
A000637,2023-10,2238.31
A000637,2023-11,2300.84
A000637,2023-12,2183.56
A000637,2024-01,2039.27
A000637,2024-02,2152.0
A000637,2024-03,2092.05
A000637,2024-04,3079.01
A000637,2024-05,3015.78
A000637,2024-06,2971.09
A000637,2024-07,2965.93
A000637,2024-08,2825.97
A000637,2024-09,2628.16
A000637,2024-10,2263.44
A000637,2024-12,2075.98
A000637,2025-01,1999.99
A000637,2025-02,1858.29
A000637,2025-04,1733.5
A000637,2025-05,1587.69
A000637,2025-06,1584.81
A000637,2025-07,1545.02
A000637,2025-08,985.85
A000637,2025-09,325.12
A000638,2024-01,-997.97
A000638,2024-02,730.47
A000638,2024-03,3136.65
A000638,2024-04,2787.5
A000638,2024-05,4664.63
A000638,2024-06,4583.9
A000638,2024-07,4518.33
A000638,2024-08,4421.7
A000638,2024-09,5882.65
A000638,2024-10,5870.21
A000638,2024-11,5766.75
A000638,2024-12,6691.12
A000638,2025-01,6609.55
A000638,2025-02,6465.54
A000638,2025-03,6342.37
A000638,2025-04,6182.25
A000638,2025-05,7965.82
A000638,2025-06,7627.21
A000638,2025-07,7055.41
A000638,2025-08,6980.27
A000638,2025-09,6903.99
A000638,2025-10,6817.93
A000639,2025-01,-61.19
A000639,2025-02,909.58
A000639,2025-03,2365.44
A000639,2025-04,3600.47
A000639,2025-05,3482.39
A000639,2025-06,8617.53
A000639,2025-07,10869.95
A000639,2025-08,10512.09
A000639,2025-09,13182.66
A000639,2025-10,13781.39
A000640,2024-10,-215.51
A000640,2024-11,1454.92
A000640,2025-01,795.26
A000640,2025-02,726.46
A000640,2025-03,3250.77
A000640,2025-04,3179.5
A000640,2025-05,2601.98
A000640,2025-06,2565.71
A000640,2025-07,2212.36
A000640,2025-09,2075.55
A000640,2025-10,2032.87
A000641,2024-10,-180.74
A000641,2025-01,-253.47
A000641,2025-08,-357.69
A000642,2024-10,-537.81
A000642,2024-11,2762.83
A000642,2024-12,2697.56
A000642,2025-01,2739.33
A000642,2025-02,4114.45
A000642,2025-03,3705.37
A000642,2025-04,3133.77
A000642,2025-05,4167.86
A000642,2025-06,3568.99
A000642,2025-07,4907.79
A000642,2025-08,4481.8
A000642,2025-09,5682.52
A000642,2025-10,4792.42
A000643,2022-05,17.93
A000643,2022-07,-13.79
A000643,2023-07,-13.7
A000643,2024-04,-50.44
A000644,2022-04,-107.07
A000644,2022-06,-210.74
A000644,2022-07,-753.28
A000644,2022-09,-883.27
A000644,2022-11,-961.53
A000644,2022-12,774.5
A000644,2023-01,682.61
A000644,2023-02,635.67
A000644,2023-03,586.44
A000644,2023-06,509.81
A000644,2023-07,-31.47
A000644,2023-08,-219.5
A000644,2023-09,-256.35
A000644,2023-10,-298.55
A000644,2023-12,1304.13
A000644,2024-01,1276.96
A000644,2024-02,670.88
A000644,2024-04,655.88
A000644,2024-05,2924.41
A000644,2024-07,2849.24
A000644,2024-08,2792.66
A000644,2024-09,2651.66
A000644,2024-10,2678.9
A000644,2024-12,2584.07
A000644,2025-02,2519.54
A000644,2025-03,2466.24
A000644,2025-04,4399.5
A000644,2025-05,4300.34
A000644,2025-06,4193.11
A000644,2025-08,4159.82
A000644,2025-09,3791.51
A000645,2023-12,-31.85
A000645,2024-02,-147.47
A000645,2025-01,-233.85
A000645,2025-02,-330.07
A000645,2025-09,-382.47
A000646,2023-10,-44.7
A000646,2023-11,-118.2
A000646,2023-12,-225.24
A000646,2024-01,-451.55
A000646,2024-02,-580.03
A000646,2024-04,-585.03
A000646,2024-05,1855.7
A000646,2024-06,1771.45
A000646,2024-07,1658.2
A000646,2024-08,1621.23
A000646,2024-09,3552.08
A000646,2024-10,3487.56
A000646,2024-11,3422.4
A000646,2025-01,2968.62
A000646,2025-02,4769.57
A000646,2025-03,4031.25
A000646,2025-04,3737.92
A000646,2025-05,3662.74
A000646,2025-06,2839.12
A000646,2025-08,2688.43
A000646,2025-09,2018.91
A000646,2025-10,2043.78
A000647,2022-02,-122.3
A000647,2022-03,903.09
A000647,2022-04,1032.61
A000647,2022-05,1028.48
A000647,2022-07,882.27
A000647,2022-08,821.38
A000647,2022-09,815.47
A000647,2022-11,649.02
A000647,2022-12,337.98
A000647,2023-01,287.91
A000647,2023-02,1926.84
A000647,2023-03,3864.1
A000647,2023-05,3645.31
A000647,2023-06,3603.82
A000647,2023-07,3512.54
A000647,2023-08,3451.29
A000647,2023-09,4645.9
A000647,2023-10,4441.29
A000647,2023-11,3748.15
A000647,2023-12,3696.89
