transaction_id,account_id,txn_date,category,channel,amount
T0026877,A000557,2025-09-08,POS,Mobile,-7.95
T0026878,A000557,2025-07-27,POS,Mobile,-29.9
T0026879,A000557,2025-04-07,Bill,Mobile,-147.73
T0026880,A000557,2025-07-09,POS,POS,-64.75
T0026881,A000557,2025-06-29,Online,Web,-34.6
T0026882,A000557,2025-08-20,ATM,POS,-108.07
T0026883,A000557,2025-08-22,Online,Mobile,-91.28
T0026884,A000557,2024-10-27,Transfer,Mobile,-222.48
T0026885,A000557,2025-07-26,ATM,Web,-28.37
T0026886,A000557,2025-08-12,POS,Web,-25.19
T0026887,A000557,2025-04-24,POS,POS,-35.53
T0026888,A000557,2024-11-23,POS,Web,-23.66
T0026889,A000557,2025-07-05,POS,POS,-29.33
T0026890,A000557,2025-02-14,POS,POS,-24.48
T0026891,A000557,2025-05-28,Online,POS,-73.75
T0026892,A000557,2025-06-20,Transfer,Web,-689.93
T0026893,A000558,2025-07-27,Transfer,Mobile,-399.53
T0026894,A000558,2025-04-26,Transfer,Mobile,82.18
T0026895,A000558,2024-10-20,POS,ATM,-29.49
T0026896,A000558,2024-12-10,Online,Mobile,-60.83
T0026897,A000558,2025-03-04,Online,POS,-47.27
T0026898,A000558,2025-01-17,Transfer,Mobile,-334.13
T0026899,A000558,2024-10-31,Salary,POS,2229.9
T0026900,A000558,2024-10-31,POS,Mobile,-61.54
T0026901,A000558,2025-06-06,POS,Web,-60.27
T0026902,A000559,2022-08-13,Fee,Mobile,-10.0
T0026903,A000559,2025-06-15,Online,Mobile,-86.02
T0026904,A000559,2025-04-19,Online,Web,-25.41
T0026905,A000559,2025-08-20,Transfer,POS,101.94
T0026906,A000559,2023-10-13,Online,Mobile,-26.74
T0026907,A000559,2022-08-10,Online,Mobile,-38.32
T0026908,A000559,2025-02-26,POS,Mobile,-47.66
T0026909,A000559,2022-11-04,POS,POS,-53.11
T0026910,A000559,2024-07-19,POS,Mobile,-25.82
T0026911,A000559,2024-12-11,Online,Mobile,-75.44
T0026912,A000559,2024-07-08,Online,ATM,-69.35
T0026913,A000559,2022-09-18,POS,Mobile,-45.24
T0026914,A000559,2024-04-14,Bill,Web,-99.99
T0026915,A000559,2024-02-03,POS,Web,-72.65
T0026916,A000559,2025-06-25,POS,Web,-85.06
T0026917,A000559,2024-04-15,Online,Web,-54.33
T0026918,A000559,2024-07-26,POS,POS,-28.09
T0026919,A000559,2024-11-23,Bill,Mobile,-80.8
T0026920,A000559,2023-10-27,Online,Mobile,-18.92
T0026921,A000559,2022-12-23,Salary,Mobile,1400.6
T0026922,A000559,2025-07-07,Online,Mobile,-55.04
T0026923,A000559,2023-08-04,POS,Mobile,35.35
T0026924,A000559,2024-07-20,Online,Mobile,-72.84
T0026925,A000559,2024-09-17,POS,Mobile,5.13
T0026926,A000559,2025-10-04,ATM,Mobile,4.45
T0026927,A000559,2022-09-14,POS,Mobile,-104.77
T0026928,A000559,2024-01-08,Online,Mobile,0.13
T0026929,A000559,2022-09-11,Bill,POS,-49.49
T0026930,A000559,2023-01-11,Online,POS,-71.14
T0026931,A000559,2022-10-27,POS,Mobile,-41.47
T0026932,A000559,2025-01-12,Interest,POS,0.16
T0026933,A000559,2025-05-26,Salary,POS,2651.23
T0026934,A000559,2025-03-01,Bill,Web,-115.35
T0026935,A000559,2024-10-05,Online,POS,-48.8
T0026936,A000559,2024-03-06,Online,Mobile,-65.67
T0026937,A000559,2023-01-19,Transfer,Mobile,-579.03
T0026938,A000559,2023-10-22,ATM,Mobile,-103.27
T0026939,A000559,2024-07-23,ATM,Mobile,-58.58
T0026940,A000559,2025-09-13,Online,Mobile,-77.02
T0026941,A000559,2022-05-11,Salary,POS,1519.93
T0026942,A000559,2023-06-16,ATM,Mobile,-172.67
T0026943,A000559,2023-08-05,Online,Web,-14.41
T0026944,A000559,2023-06-01,Interest,Web,2.88
T0026945,A000559,2022-07-12,Online,Mobile,-68.92
T0026946,A000559,2024-04-06,Bill,POS,-31.16
T0026947,A000559,2024-03-12,Transfer,Mobile,142.64
T0026948,A000559,2024-04-06,POS,POS,-60.22
T0026949,A000559,2024-12-06,Transfer,Mobile,76.39
T0026950,A000559,2024-02-12,POS,Branch,-23.01
T0026951,A000559,2025-10-08,POS,POS,-29.28
T0026952,A000559,2024-01-09,Online,Mobile,-12.1
T0026953,A000559,2023-03-09,Fee,Web,-15.0
T0026954,A000559,2024-04-21,ATM,Web,-72.35
T0026955,A000559,2025-07-11,Salary,Mobile,1941.42
T0026956,A000559,2025-02-17,Transfer,Mobile,81.82
T0026957,A000559,2023-05-18,Interest,Mobile,1.49
T0026958,A000559,2022-09-27,Online,Mobile,-26.34
T0026959,A000559,2022-08-30,Transfer,Mobile,-149.54
T0026960,A000559,2023-12-16,POS,Branch,-70.0
T0026961,A000559,2025-06-17,Online,Mobile,-84.12
T0026962,A000559,2022-08-16,POS,Mobile,-28.65
T0026963,A000559,2023-02-07,Transfer,ATM,-6.02
T0026964,A000559,2022-10-04,Online,Mobile,-1.36
T0026965,A000559,2023-11-06,Salary,POS,3195.88
T0026966,A000560,2025-03-29,Salary,ATM,2105.05
T0026967,A000560,2024-12-11,POS,ATM,-28.08
T0026968,A000560,2025-08-26,Online,Web,-30.22
T0026969,A000560,2025-03-28,ATM,Mobile,-40.73
T0026970,A000560,2025-01-09,Transfer,Mobile,-406.03
T0026971,A000560,2025-07-11,Refund,POS,9.55
T0026972,A000560,2024-12-28,POS,Mobile,-92.07
T0026973,A000560,2025-07-06,Online,POS,-63.14
T0026974,A000560,2025-03-11,Bill,Mobile,-69.29
T0026975,A000560,2024-10-28,POS,ATM,-59.47
T0026976,A000560,2025-01-03,Online,Web,-22.33
T0026977,A000560,2025-10-02,Transfer,Mobile,-287.45
T0026978,A000560,2024-12-18,ATM,Mobile,-108.47
T0026979,A000560,2024-12-12,POS,Web,-35.61
T0026980,A000560,2024-12-19,Transfer,POS,-352.52
T0026981,A000560,2025-02-20,Transfer,Mobile,-177.14
T0026982,A000560,2025-10-06,POS,Mobile,-79.42
T0026983,A000560,2025-07-05,POS,Mobile,-40.22
T0026984,A000560,2025-02-18,POS,Web,-55.28
T0026985,A000560,2025-02-27,POS,Web,-31.76
T0026986,A000560,2024-10-04,POS,POS,-54.39
T0026987,A000560,2025-03-04,POS,Web,-106.57
T0026988,A000560,2025-07-29,Bill,POS,-146.07
T0026989,A000560,2025-10-04,POS,Web,-53.44
T0026990,A000560,2025-05-04,POS,Web,-33.83
T0026991,A000560,2025-04-30,ATM,Mobile,-58.36
T0026992,A000560,2025-02-19,POS,Mobile,60.54
T0026993,A000560,2025-09-16,POS,POS,-62.76
T0026994,A000560,2025-01-29,Online,Mobile,-19.9
T0026995,A000560,2025-06-26,Bill,Mobile,-88.05
T0026996,A000560,2025-08-09,Transfer,Web,4.38
T0026997,A000560,2025-07-10,POS,Web,-56.81
T0026998,A000560,2024-12-18,Fee,POS,-15.0
T0026999,A000560,2025-04-06,Salary,Mobile,1741.62
T0027000,A000560,2024-09-26,POS,Web,-64.65
T0027001,A000560,2024-09-16,Online,Mobile,-44.31
T0027002,A000560,2025-03-31,Salary,Mobile,2900.29
T0027003,A000560,2025-03-22,Fee,Mobile,-5.0
T0027004,A000560,2025-09-29,Online,Mobile,-53.2
T0027005,A000560,2025-05-15,POS,Web,-42.87
T0027006,A000560,2024-11-04,Bill,Mobile,-168.26
T0027007,A000560,2025-08-21,Bill,POS,-36.59
T0027008,A000560,2025-05-18,Online,Mobile,-42.8
T0027009,A000560,2025-04-14,Online,Mobile,-18.45
T0027010,A000560,2024-09-15,Online,Mobile,-33.12
T0027011,A000560,2024-10-23,Interest,POS,1.36
T0027012,A000560,2025-06-27,POS,Branch,-70.4
T0027013,A000560,2025-02-18,POS,POS,-60.16
T0027014,A000560,2024-11-09,ATM,Mobile,28.84
T0027015,A000560,2025-09-25,Online,POS,-60.55
T0027016,A000560,2025-08-24,ATM,Mobile,-24.35
T0027017,A000560,2025-03-17,POS,Mobile,1.39
T0027018,A000560,2024-09-29,Salary,ATM,1288.81
T0027019,A000560,2025-05-05,Transfer,Web,-393.49
T0027020,A000560,2025-09-20,Online,Mobile,-45.71
T0027021,A000560,2025-04-26,POS,Branch,12.05
T0027022,A000560,2025-07-30,POS,Mobile,-29.25
T0027023,A000560,2025-08-12,Online,ATM,-32.97
T0027024,A000560,2025-03-31,POS,POS,-10.77
T0027025,A000560,2024-11-17,Transfer,Mobile,148.17
T0027026,A000560,2025-08-30,POS,Mobile,-71.07
T0027027,A000560,2025-09-07,POS,Mobile,-21.14
T0027028,A000560,2025-05-31,Online,Web,4.43
T0027029,A000560,2025-09-21,Online,Mobile,-55.9
T0027030,A000560,2025-02-10,POS,Mobile,-58.44
T0027031,A000560,2024-08-20,Online,Web,-98.38
T0027032,A000560,2024-12-13,Bill,Mobile,-113.32
T0027033,A000560,2025-02-03,Online,Web,-58.78
T0027034,A000560,2025-08-18,Salary,Branch,1913.75
T0027035,A000560,2025-08-28,Bill,Mobile,-81.09
T0027036,A000560,2024-11-16,Online,Mobile,12.99
T0027037,A000560,2025-07-15,POS,ATM,-44.13
T0027038,A000560,2024-11-09,POS,Web,20.06
T0027039,A000561,2025-06-05,ATM,Mobile,-48.73
T0027040,A000561,2025-10-09,POS,POS,-61.6
T0027041,A000561,2025-09-11,Online,Mobile,-49.07
T0027042,A000561,2025-04-05,ATM,Mobile,-45.89
T0027043,A000561,2025-06-02,ATM,POS,-44.13
T0027044,A000561,2024-11-18,Salary,Mobile,1184.84
T0027045,A000561,2025-03-10,Fee,Branch,-10.0
T0027046,A000561,2024-09-12,Transfer,Web,17.52
T0027047,A000561,2025-07-03,ATM,Mobile,-35.19
T0027048,A000561,2025-07-13,Online,Mobile,-51.44
T0027049,A000561,2025-04-20,Bill,Mobile,-109.75
T0027050,A000561,2025-05-10,Transfer,Mobile,-296.06
T0027051,A000561,2025-04-03,Online,Mobile,-70.84
T0027052,A000561,2025-04-06,Transfer,Mobile,-212.63
T0027053,A000561,2025-04-06,POS,Mobile,-45.07
T0027054,A000561,2025-07-14,POS,POS,-46.04
T0027055,A000561,2024-09-25,Online,Mobile,-109.11
T0027056,A000561,2024-11-17,POS,POS,-55.2
T0027057,A000561,2024-09-09,POS,POS,-68.75
T0027058,A000561,2025-09-16,ATM,Mobile,43.8
T0027059,A000561,2025-04-12,Online,Mobile,-52.23
T0027060,A000561,2024-10-09,POS,ATM,-55.23
T0027061,A000561,2025-05-04,POS,Mobile,-70.71
T0027062,A000561,2025-03-18,POS,ATM,-85.76
T0027063,A000561,2025-06-28,Bill,Mobile,-39.22
T0027064,A000561,2025-08-17,Online,POS,-34.74
T0027065,A000561,2025-06-28,POS,Mobile,-51.8
T0027066,A000562,2025-05-22,Online,POS,-46.8
T0027067,A000562,2025-07-13,Transfer,Web,122.63
T0027068,A000562,2024-11-13,POS,POS,-8.15
T0027069,A000562,2024-11-22,POS,Mobile,-53.74
T0027070,A000562,2025-03-25,Interest,ATM,3.84
T0027071,A000562,2025-06-24,Fee,Mobile,-10.0
T0027072,A000562,2025-09-05,POS,Mobile,-48.01
T0027073,A000562,2025-03-10,POS,POS,-38.17
T0027074,A000562,2025-03-15,Salary,Web,2462.1
T0027075,A000562,2025-09-03,POS,Mobile,-54.05
T0027076,A000562,2025-04-21,Online,Web,-76.72
T0027077,A000562,2025-04-16,POS,POS,2.06
T0027078,A000562,2025-09-11,Bill,POS,-151.2
T0027079,A000562,2025-05-25,Transfer,Mobile,-290.51
T0027080,A000562,2025-08-31,Interest,Branch,2.64
T0027081,A000562,2025-07-19,POS,Mobile,-35.69
T0027082,A000562,2025-02-01,Online,Mobile,-26.16
T0027083,A000562,2025-07-17,POS,ATM,-26.74
T0027084,A000562,2025-07-15,ATM,Mobile,-55.62
T0027085,A000562,2025-06-18,Refund,Mobile,27.48
T0027086,A000562,2025-06-29,Salary,POS,2074.93
T0027087,A000562,2025-07-11,Bill,POS,-121.83
T0027088,A000562,2025-09-07,Transfer,POS,-425.63
T0027089,A000562,2024-11-22,Online,Web,-1.76
T0027090,A000562,2024-11-09,Bill,Web,-42.63
T0027091,A000562,2025-01-19,POS,POS,-75.27
T0027092,A000562,2025-09-19,Transfer,Mobile,171.45
T0027093,A000562,2024-12-14,Transfer,Web,-103.14
T0027094,A000562,2025-08-22,Interest,Mobile,3.38
T0027095,A000562,2025-06-04,POS,Web,-60.1
T0027096,A000562,2025-05-01,Salary,Mobile,1840.11
T0027097,A000562,2025-02-23,POS,Mobile,-48.5
T0027098,A000562,2024-12-07,Online,Mobile,-16.54
T0027099,A000562,2025-09-29,POS,Web,-32.44
T0027100,A000562,2025-09-07,Transfer,Web,-75.55
T0027101,A000562,2025-04-28,Transfer,Mobile,31.64
T0027102,A000562,2025-01-05,ATM,Mobile,-31.45
T0027103,A000562,2025-02-13,Online,POS,-34.5
T0027104,A000562,2025-04-06,POS,Mobile,-36.57
T0027105,A000562,2025-01-26,ATM,Web,-155.38
T0027106,A000562,2025-06-28,POS,Mobile,-88.04
T0027107,A000562,2025-09-20,Bill,Mobile,-131.51
T0027108,A000562,2024-12-03,POS,Mobile,-40.24
T0027109,A000562,2025-03-05,Bill,Web,-120.44
T0027110,A000562,2024-11-17,Interest,Mobile,0.76
T0027111,A000562,2024-11-09,POS,POS,-37.09
T0027112,A000562,2025-09-21,Online,Mobile,-15.51
T0027113,A000562,2024-12-17,Fee,Mobile,-15.0
T0027114,A000562,2025-02-21,POS,Mobile,-34.22
T0027115,A000562,2025-08-11,ATM,POS,-39.63
T0027116,A000562,2025-01-05,Transfer,Mobile,21.31
T0027117,A000562,2025-08-07,POS,POS,-104.39
T0027118,A000562,2025-07-01,POS,POS,-34.17
T0027119,A000562,2025-09-04,POS,Mobile,-10.62
T0027120,A000562,2025-06-09,POS,Mobile,-29.68
T0027121,A000562,2024-10-29,POS,POS,-84.68
T0027122,A000562,2025-03-10,POS,Mobile,10.55
T0027123,A000562,2025-09-27,Refund,ATM,16.4
T0027124,A000562,2025-05-31,Online,Mobile,-74.83
T0027125,A000562,2025-01-28,Transfer,Web,185.6
T0027126,A000562,2025-02-27,POS,Web,16.46
T0027127,A000562,2024-11-10,Online,Mobile,-21.63
T0027128,A000562,2025-06-04,Refund,Mobile,29.63
T0027129,A000562,2025-08-29,POS,Web,-43.6
T0027130,A000562,2025-03-13,POS,Web,-32.19
T0027131,A000562,2025-01-17,POS,Web,-56.77
T0027132,A000562,2025-02-09,POS,POS,-88.37
T0027133,A000562,2025-07-09,POS,Mobile,-7.5
T0027134,A000562,2024-12-14,ATM,Web,8.24
T0027135,A000562,2024-11-02,POS,Mobile,-51.84
T0027136,A000562,2025-05-07,Online,Mobile,-35.89
T0027137,A000562,2025-04-04,POS,POS,-17.84
T0027138,A000562,2025-04-24,Transfer,Mobile,-228.21
T0027139,A000562,2024-12-09,POS,Mobile,-28.3
T0027140,A000562,2025-08-10,Online,Mobile,-63.56
T0027141,A000562,2025-06-27,Bill,ATM,-25.25
T0027142,A000562,2025-03-17,Salary,ATM,1825.06
T0027143,A000562,2025-05-24,Online,Web,-65.97
T0027144,A000562,2025-04-21,POS,Mobile,-21.38
T0027145,A000562,2024-12-02,Refund,POS,25.26
T0027146,A000562,2025-05-08,Salary,Web,1334.99
T0027147,A000562,2025-05-06,Online,Mobile,-29.19
T0027148,A000562,2025-08-24,ATM,Mobile,-117.55
T0027149,A000562,2025-09-12,POS,POS,-18.74
T0027150,A000562,2024-11-20,Salary,POS,1897.7
T0027151,A000562,2025-01-29,ATM,ATM,-49.09
T0027152,A000562,2024-12-20,Online,Mobile,-61.19
T0027153,A000562,2024-12-21,POS,Mobile,-32.79
T0027154,A000562,2025-05-20,Bill,Mobile,-65.84
T0027155,A000562,2025-03-15,Online,Mobile,-19.57
T0027156,A000562,2025-04-26,POS,Branch,-78.53
T0027157,A000562,2025-05-05,Transfer,Web,-157.93
T0027158,A000562,2025-09-05,Online,Mobile,-17.82
T0027159,A000562,2025-04-27,Fee,Web,-25.0
T0027160,A000562,2025-08-02,Transfer,POS,-177.99
T0027161,A000562,2025-08-17,ATM,POS,-67.04
T0027162,A000562,2024-12-11,Fee,Mobile,-10.0
T0027163,A000562,2025-09-27,Bill,POS,-38.13
T0027164,A000562,2025-04-02,Bill,Mobile,-86.59
T0027165,A000562,2025-09-20,Refund,Web,26.18
T0027166,A000562,2025-08-04,POS,Web,0.99
T0027167,A000562,2025-06-07,POS,Web,-86.97
T0027168,A000562,2025-09-25,Transfer,Mobile,-308.47
T0027169,A000562,2025-09-30,ATM,Mobile,-39.47
T0027170,A000562,2025-08-21,Online,POS,-31.49
T0027171,A000562,2025-06-20,POS,Web,-53.07
T0027172,A000562,2025-01-12,ATM,Mobile,-44.33
T0027173,A000562,2025-04-25,POS,Web,-70.03
T0027174,A000562,2025-07-09,Salary,Mobile,2173.57
T0027175,A000562,2024-10-23,Online,Mobile,-65.39
T0027176,A000562,2025-02-08,ATM,POS,-69.49
T0027177,A000562,2025-08-26,Transfer,Mobile,-558.2
T0027178,A000562,2025-08-25,Online,Mobile,-6.21
T0027179,A000562,2025-09-22,ATM,Mobile,-108.75
T0027180,A000562,2025-08-07,Online,Mobile,-46.02
T0027181,A000563,2024-10-16,POS,Branch,-39.73
T0027182,A000563,2024-12-26,Transfer,Web,-23.28
T0027183,A000563,2025-08-18,POS,POS,-49.21
T0027184,A000563,2024-11-03,Transfer,POS,-291.14
T0027185,A000563,2025-02-16,POS,Mobile,-5.78
T0027186,A000563,2024-12-08,Salary,Mobile,1145.84
T0027187,A000563,2025-05-06,Salary,ATM,2263.69
T0027188,A000564,2024-12-13,Online,POS,-54.32
T0027189,A000564,2023-10-09,POS,POS,-92.62
T0027190,A000564,2023-09-02,POS,Mobile,-12.25
T0027191,A000564,2024-02-04,Online,Mobile,-113.14
T0027192,A000564,2024-06-27,Online,POS,-47.34
T0027193,A000564,2025-01-13,POS,Mobile,-44.93
T0027194,A000564,2025-02-27,POS,Mobile,-85.79
T0027195,A000564,2023-05-23,Bill,POS,-24.49
T0027196,A000564,2025-04-30,Online,Web,-28.75
T0027197,A000564,2024-11-11,Online,Mobile,-52.68
T0027198,A000564,2025-05-15,Transfer,POS,-66.69
T0027199,A000564,2025-02-06,ATM,POS,-17.26
T0027200,A000564,2024-07-06,POS,Mobile,-36.35
T0027201,A000564,2023-12-10,Online,Mobile,-34.19
T0027202,A000564,2024-04-30,POS,ATM,-18.75
T0027203,A000564,2023-10-06,Online,Mobile,5.26
T0027204,A000564,2025-02-15,Fee,Mobile,-10.0
T0027205,A000564,2024-02-04,ATM,Web,-107.78
T0027206,A000564,2024-10-08,POS,Mobile,-35.91
T0027207,A000564,2024-12-08,POS,Mobile,-54.88
T0027208,A000564,2025-08-22,ATM,POS,-0.99
T0027209,A000564,2025-04-26,Transfer,Mobile,-200.98
T0027210,A000564,2025-07-02,Online,Web,-70.72
T0027211,A000564,2023-12-11,Transfer,Mobile,76.8
T0027212,A000564,2024-12-25,POS,ATM,-28.72
T0027213,A000564,2024-09-18,POS,Mobile,-46.5
T0027214,A000564,2023-07-30,Online,Mobile,-25.06
T0027215,A000564,2025-09-19,Transfer,Branch,-85.94
T0027216,A000564,2023-07-29,POS,Mobile,-116.53
T0027217,A000564,2023-08-29,Bill,Mobile,-64.98
T0027218,A000564,2024-05-21,Bill,Mobile,-161.97
T0027219,A000564,2023-07-10,POS,POS,-20.41
T0027220,A000564,2025-05-21,POS,Mobile,-69.83
T0027221,A000564,2024-01-20,Bill,Mobile,-134.12
T0027222,A000564,2025-04-04,Bill,Mobile,-92.77
T0027223,A000564,2024-07-09,POS,Mobile,-39.66
T0027224,A000564,2025-05-05,Online,Mobile,-63.63
T0027225,A000564,2024-08-31,Salary,Mobile,2518.65
T0027226,A000564,2023-06-11,Bill,Mobile,-10.0
T0027227,A000564,2024-11-12,Interest,Branch,1.98
T0027228,A000564,2025-03-31,Online,Mobile,-30.4
T0027229,A000564,2025-10-08,Salary,Mobile,2200.2
T0027230,A000565,2025-02-26,POS,Mobile,-37.29
T0027231,A000565,2025-03-28,Fee,POS,-10.0
T0027232,A000565,2025-09-28,Online,Mobile,-86.13
T0027233,A000565,2025-09-30,POS,Mobile,-25.36
T0027234,A000565,2025-08-18,Transfer,Mobile,-355.34
T0027235,A000565,2025-06-15,Transfer,Mobile,53.69
T0027236,A000565,2024-10-05,Online,Branch,-8.28
T0027237,A000565,2025-07-08,POS,Mobile,-35.75
T0027238,A000565,2024-12-25,POS,POS,-48.2
T0027239,A000565,2024-07-07,ATM,Web,-30.18
T0027240,A000565,2025-05-02,Bill,POS,-14.78
T0027241,A000565,2024-07-07,POS,Mobile,-46.56
T0027242,A000565,2025-05-07,ATM,Mobile,20.83
T0027243,A000565,2025-09-03,POS,Mobile,-57.61
T0027244,A000565,2025-05-20,POS,Mobile,-18.42
T0027245,A000565,2024-12-30,POS,Web,-29.37
T0027246,A000565,2024-07-28,Online,Mobile,-65.75
T0027247,A000565,2025-01-24,ATM,Mobile,-59.57
T0027248,A000565,2025-01-25,Transfer,ATM,-132.33
T0027249,A000565,2024-12-11,Bill,ATM,-63.27
T0027250,A000565,2025-02-01,Bill,Mobile,-155.95
T0027251,A000565,2025-04-10,Transfer,POS,-340.68
T0027252,A000565,2025-08-24,Online,Mobile,-34.57
T0027253,A000565,2025-05-31,ATM,Mobile,-111.81
T0027254,A000565,2025-02-02,Interest,Mobile,1.49
T0027255,A000565,2025-08-24,Transfer,POS,6.34
T0027256,A000565,2025-09-19,Interest,Web,2.65
T0027257,A000565,2024-12-23,ATM,Mobile,-78.52
T0027258,A000565,2025-04-22,POS,Mobile,-50.7
T0027259,A000565,2025-06-10,Online,POS,-62.79
T0027260,A000565,2025-07-04,POS,Mobile,-36.31
T0027261,A000565,2024-08-08,Online,Mobile,-44.76
T0027262,A000565,2025-08-22,Bill,Mobile,-102.91
T0027263,A000565,2024-11-21,POS,Web,-68.44
T0027264,A000565,2024-10-06,POS,POS,-3.92
T0027265,A000565,2024-08-19,ATM,Mobile,-128.94
T0027266,A000565,2025-02-20,ATM,Mobile,-7.8
T0027267,A000565,2025-02-20,Online,Mobile,-28.01
T0027268,A000565,2025-01-24,Online,POS,-67.16
T0027269,A000565,2025-02-14,ATM,Mobile,-114.03
T0027270,A000565,2025-07-10,Online,POS,-49.53
T0027271,A000565,2024-09-29,Online,POS,-50.63
T0027272,A000565,2024-07-12,POS,Mobile,-21.95
T0027273,A000565,2025-09-14,POS,Mobile,-94.32
T0027274,A000565,2025-04-14,POS,POS,-59.19
T0027275,A000565,2024-08-31,ATM,Mobile,-24.57
T0027276,A000565,2025-01-26,Bill,Branch,-151.5
T0027277,A000565,2025-09-01,Bill,POS,-134.22
T0027278,A000565,2025-06-27,POS,Mobile,-74.39
T0027279,A000565,2025-07-18,Salary,POS,2809.84
T0027280,A000565,2025-08-14,Transfer,Web,-304.91
T0027281,A000565,2024-09-07,POS,Web,-74.42
T0027282,A000565,2025-04-20,POS,ATM,-18.34
T0027283,A000565,2024-08-19,ATM,Mobile,19.39
T0027284,A000565,2024-12-31,POS,Mobile,-33.87
T0027285,A000565,2024-12-18,ATM,Mobile,-73.31
T0027286,A000565,2025-07-18,Online,Web,-77.03
T0027287,A000565,2025-08-21,Bill,Mobile,-140.83
T0027288,A000565,2025-04-27,Transfer,POS,-167.43
T0027289,A000565,2024-09-22,POS,Mobile,-27.63
T0027290,A000565,2024-09-23,POS,Web,-21.61
T0027291,A000565,2025-02-16,Online,Mobile,-51.95
T0027292,A000565,2025-02-06,POS,Mobile,-58.55
T0027293,A000565,2024-07-29,Transfer,Mobile,-204.29
T0027294,A000565,2025-04-27,Online,Mobile,-51.07
T0027295,A000565,2025-02-26,POS,Web,-61.39
T0027296,A000565,2025-06-28,Bill,POS,-42.52
T0027297,A000565,2025-07-08,ATM,Mobile,-48.41
T0027298,A000565,2025-05-14,POS,POS,-79.45
T0027299,A000565,2025-05-25,Bill,Mobile,-171.35
T0027300,A000565,2025-08-08,ATM,Mobile,-71.29
T0027301,A000565,2024-07-08,Salary,Web,1667.85
T0027302,A000565,2025-07-04,Bill,Mobile,-93.82
T0027303,A000565,2025-04-29,Salary,Branch,1029.86
T0027304,A000565,2025-05-31,Fee,Mobile,-15.0
T0027305,A000565,2024-11-23,POS,ATM,-71.21
T0027306,A000565,2025-09-02,POS,Mobile,-42.68
T0027307,A000565,2025-09-25,Online,POS,-37.39
T0027308,A000565,2025-04-05,POS,Mobile,-42.62
T0027309,A000565,2025-05-24,Online,Mobile,-55.66
T0027310,A000565,2025-02-09,Transfer,POS,-237.14
T0027311,A000566,2024-07-16,Online,Mobile,-53.8
T0027312,A000566,2023-03-14,Bill,Mobile,-46.57
T0027313,A000566,2024-02-14,Online,POS,-70.2
T0027314,A000566,2025-05-01,Transfer,POS,-152.48
T0027315,A000566,2023-03-22,Online,Mobile,-79.84
T0027316,A000566,2025-08-29,POS,Mobile,-47.68
T0027317,A000566,2024-06-22,Bill,Mobile,-58.73
T0027318,A000566,2025-01-31,Online,Branch,-4.84
T0027319,A000566,2024-09-06,POS,ATM,-43.88
T0027320,A000566,2022-09-03,Interest,Web,0.98
T0027321,A000566,2025-06-28,Bill,Branch,-246.49
T0027322,A000566,2024-08-21,Salary,Mobile,2103.06
T0027323,A000566,2022-09-24,Online,Mobile,-10.41
T0027324,A000566,2023-10-13,Transfer,Web,-91.82
T0027325,A000566,2025-08-27,POS,Mobile,2.86
T0027326,A000566,2022-11-25,POS,Mobile,-76.25
T0027327,A000566,2023-03-22,POS,Mobile,-54.57
T0027328,A000566,2023-11-01,POS,Web,-19.85
T0027329,A000566,2023-06-07,POS,POS,-78.34
T0027330,A000566,2023-05-09,Online,Mobile,-53.97
T0027331,A000566,2022-11-26,Bill,Web,-166.76
T0027332,A000566,2025-05-20,POS,POS,-30.57
T0027333,A000566,2023-07-03,Online,Mobile,-73.95
T0027334,A000566,2024-05-10,Interest,Web,1.78
T0027335,A000566,2022-09-14,Online,Web,-47.4
T0027336,A000566,2023-03-17,POS,Mobile,-19.97
T0027337,A000566,2023-01-27,POS,POS,-64.89
T0027338,A000566,2024-08-30,Transfer,Web,-160.32
T0027339,A000566,2025-08-12,ATM,POS,-70.56
T0027340,A000566,2025-01-04,ATM,Mobile,-49.57
T0027341,A000566,2025-03-14,POS,Web,-16.95
T0027342,A000566,2024-12-11,Transfer,POS,258.88
T0027343,A000566,2023-09-26,Transfer,Mobile,-209.5
T0027344,A000566,2025-06-01,Bill,Web,-145.99
T0027345,A000566,2022-10-30,ATM,Mobile,-15.94
T0027346,A000566,2022-09-22,Online,Mobile,17.12
T0027347,A000566,2025-03-30,POS,POS,-8.37
T0027348,A000566,2025-04-08,Bill,Mobile,-109.57
T0027349,A000566,2022-11-29,Bill,Web,-150.1
T0027350,A000566,2025-08-20,POS,Mobile,-16.81
T0027351,A000566,2025-09-29,POS,Branch,-69.88
T0027352,A000566,2023-03-20,ATM,Web,-4.99
T0027353,A000566,2024-06-13,Online,Mobile,-70.24
T0027354,A000566,2024-02-25,Transfer,Mobile,282.14
T0027355,A000566,2023-08-02,Online,Mobile,-64.42
T0027356,A000566,2025-04-17,Refund,Web,28.84
T0027357,A000566,2024-11-02,ATM,POS,-14.82
T0027358,A000566,2025-03-10,POS,Web,-1.38
T0027359,A000566,2024-03-12,POS,Web,-114.62
T0027360,A000566,2023-04-18,ATM,POS,38.53
T0027361,A000566,2025-05-25,Transfer,ATM,-63.52
T0027362,A000566,2023-03-12,POS,POS,-36.65
T0027363,A000566,2024-09-06,Online,POS,-47.2
T0027364,A000566,2025-07-24,POS,Mobile,-67.78
T0027365,A000566,2023-04-25,Online,ATM,-48.09
